locality,sub_locality,street_name,postcode
Roche Terre,Calasse,,32001
Roche Terre,Roche Terre,,32002
Rodrigues - La Ferme,Anse Goeland,,R1301
Rodrigues - La Ferme,Anse Nicholas/pointe Nicholas,,R1302
Rodrigues - La Ferme,Baie Du Nord,,R1303
Rodrigues - La Ferme,Baie Malgache,,R2304
Rodrigues - La Ferme,Baie Malgache,,R4304
Rodrigues - La Ferme,Baie Topaze,,R1305
Rodrigues - La Ferme,Bassin Boeuf,,R1306
Rodrigues - La Ferme,Camp Pintade,,R1307
Rodrigues - La Ferme,Cascade Jean Louis /Cite,,R1308
Rodrigues - La Ferme,Chateau de Fleurs,,R1309
Rodrigues - La Ferme,Citadelle,,R2310
Rodrigues - La Ferme,Citrons ,,R2311
Rodrigues - La Ferme,Corail,,R1312
Rodrigues - La Ferme,Dans Samy,,R2313
Rodrigues - La Ferme,Dans Samy,,R4313
Rodrigues - La Ferme,Deux Montagnes,,R2314
Rodrigues - La Ferme,Eau Verte,,R1315
Rodrigues - La Ferme,Grand La Fouche (Corail),,R1316
Rodrigues - La Ferme,Grand La Fouche (Corail),,R2316
Rodrigues - La Ferme,Grand La Fouche (Mangue),,R1317
Rodrigues - La Ferme,La Ferme,,R1318
Rodrigues - La Ferme,La Ferme/Terre Borne,,R1319
Rodrigues - La Ferme,Les Salines/P Corail Airport,,R1320
Rodrigues - La Ferme,Limon,,R1321
Rodrigues - La Ferme,Mangues,,R1322
Rodrigues - La Ferme,Mangues,,R2322
Rodrigues - La Ferme,Manique,,R1323
Rodrigues - La Ferme,Marechal/Eau Douce,,R2324
Rodrigues - La Ferme,Mont Cabris,,R2325
Rodrigues - La Ferme,Montagne Croupier,,R1326
Rodrigues - La Ferme,Montagne Du Sable,,R1327
Rodrigues - La Ferme,Montagne Plate,,R1328
Rodrigues - La Ferme,Montagne Tonnerre,,R4329
Rodrigues - La Ferme,Papayes,,R2330
Rodrigues - La Ferme,Piments,,R1331
Rodrigues - La Ferme,Pistache/plateau Bois Nois,,R1332
Rodrigues - La Ferme,plaine Feyane/P Coral,,R1333
Rodrigues - La Ferme,Plaine Maho/mt plate,,R1334
Rodrigues - La Ferme,Pointe/palmiste/mapou,,R1335
Rodrigues - La Ferme,Quatre Vents,,R4336
Rodrigues - La Ferme,Quatre Vents,,R2336
Rodrigues - La Ferme,Reposoir/ La Boucherie,,R1337
Riviere du Rempart,Amaury,,31401
Riviere du Rempart,Antoinette,,30102
Riviere du Rempart,B.V.Maurel (Amitie) part of,,30101
Riviere du Rempart,Barlow,,30103
Riviere du Rempart,Belle Vue Maurel,,30104
Riviere du Rempart,Bois Jacquot,,31402
Riviere du Rempart,Bois Mourand,,31403
Riviere du Rempart,Cite C.H.A,,31101
Riviere du Rempart,Cite EDC,,31102
Riviere du Rempart,Coquinbourg,,31103
Riviere du Rempart,Desjardins,,30105
Riviere du Rempart,Haute Rive,,31104
Riviere du Rempart,La Clemence,,31105
Riviere du Rempart,Maurel,,31106
Riviere du Rempart,Mon Loisir,,30107
Riviere du Rempart,Mon. Allybocus,,30106
Riviere du Rempart,Morc Beauclimat,,31404
Riviere du Rempart,Mosque Lane,,31107
Riviere du Rempart,Panchvati,,31108
Riviere du Rempart,Pave,,31109
Riviere du Rempart,Phoolia Nagar,,30108
Riviere du Rempart,Plaines des Roches (Lower),,31902
Riviere du Rempart,Plaines des Roches (Upper),,31903
Riviere du Rempart,Plaines des Roches Aubin,,31901
Riviere du Rempart,Plaines des Roches Seneck,,31904
Riviere du Rempart,Pte des Lascars,,31110
Riviere du Rempart,Railway Lane,,31111
Riviere du Rempart,Railway Line,,31112
Riviere du Rempart,Riverside,,31113
Riviere du Rempart,Riviere du Rempart,,31114
Riviere du Rempart,Schoenfield,,31115
Riviere du Rempart,Temple,,31116
Rodrigues - Riviere Coco,Anse Baleine,,R2501
Rodrigues - Riviere Coco,Anse Quitor (Corail),,R1502
Rodrigues - Riviere Coco,Anse Raffin,,R2503
Rodrigues - Riviere Coco,Bengelique/St Marie,,R1504
Rodrigues - Riviere Coco,Cascade Jean Louis*,,R1505
Rodrigues - Riviere Coco,Cite Patate,,R1506
Rodrigues - Riviere Coco,Corail vangassaille,,R1508
Rodrigues - Riviere Coco,Corail  Petite Butte,,R1507
Rodrigues - Riviere Coco,Grand La Fouche Corail*,,R1509
Rodrigues - Riviere Coco,Grande Var,,R2510
Rodrigues - Riviere Coco,Ile Michel,,R2511
Rodrigues - Riviere Coco,Parc Tortue,,R3512
Rodrigues - Riviere Coco,Petite Butte,,R2513
Rodrigues - Riviere Coco,Petite Butte,,R1513
Rodrigues - Riviere Coco,Plaine Cite Patate,,R1515
Rodrigues - Riviere Coco,Plaine Coco,,R1514
Rodrigues - Riviere Coco,Plaine Corail,,R1516
Rodrigues - Riviere Coco,Riviere Coco,,R2517
Rodrigues - Riviere Coco,SONGES,,R3518
Rodrigues - Riviere Coco,Tamarin,,R2519
Rodrigues - Riviere Coco,Vingt Tours,,R1520
Ripailles,Ripailles,,82001
Riviere des Creoles,Camp Carol,,51601
Riviere des Creoles,Cite CHA,,51602
Riviere des Creoles,Cite Longtill,,51603
Riviere des Creoles,"Morc. Ferney, VRS",,51604
Riviere des Creoles,Pte Brocus,,51605
Riviere des Creoles,Riviere des Creoles,,51606
Riviere des Anguilles,BARRACKS,,60608
Riviere des Anguilles,BEL AIR SAINT FELIX,,60611
Riviere des Anguilles,CAMP MARTIN,,60609
Riviere des Anguilles,LA VANILLE NHDC,,60610
Riviere des Anguilles,MAISONNETTE,,60605
Riviere des Anguilles,MORC PRUD'HOMME,,60604
Riviere des Anguilles,MORC ROUNTREE(land),,60602
Riviere des Anguilles,PRUD'HOMME,,60603
Riviere des Anguilles,RAILWAY ,,60606
Riviere des Anguilles,RAILWAY SQUARE,,61802
Riviere des Anguilles,SENNEVILLE,,60601
Reduit,Martindale,,80833
Reduit,MauritIus Examination Syndicate ,,80834
Reduit,Reduit,,80835
Reduit,State House,,80836
Reduit,University of Mauritius,,80837
Riviere du Poste,Camp Rabaud,,60701
Riviere du Poste,Camp Siajee,,60702
Riviere du Poste,Riv du Poste,,60703
Riviere du Poste,Terrain Maurice,,60704
Richelieu,Allee Tamarin,,91301
Richelieu,Cite Richelieu,,91302
Richelieu,Platform,,91303
Richelieu,Richelieu,,91304
Quatre Soeurs,Deux Freres Mountain side,,52701
Quatre Soeurs,Deux Freres Seaside,,52702
Quatre Soeurs,Marie Jeanne,,52703
Quatre Soeurs,Mr Joly,,52704
Quatre Soeurs,Pointe aux Feuilles,,52705
Quatre Soeurs,Quatre Soeurs,,52706
Quatre Cocos,Belle Mare ,,41601
Quatre Cocos,Camp Marcelin,,41602
Quatre Cocos,Camp Rannoo,,41603
Quatre Cocos,Palmar,,41604
Quatre Cocos,Quatre Cocos,,41605
Providence,Cite Providence,,81601
Providence,Providence,,81602
Providence,Providencia  1,,81603
Providence,Providencia  2,,81604
Providence,Providencia  3,,81605
Quartier Militaire,Betuel,,81101
Quartier Militaire,Bonne Veine,,81102
Quartier Militaire,Cite Bonne Veine,,81103
Quartier Militaire,Cite Padco (A.Ravaton),,81104
Quartier Militaire,New Road***,,81105
Quartier Militaire,Quartier Militaire,,81106
Quartier Militaire,Vuillemin ,,81107
QUATRE BORNES, BASSIN S.E,,72502
QUATRE BORNES, BASSIN/ PALMA,Gaby lane,72501
QUATRE BORNES, BASSIN/ PALMA,Gopal Singh Lane,72501
QUATRE BORNES, BASSIN/ PALMA,Hospital Rd,72501
QUATRE BORNES, BEAU SEJOUR 1,Sir V.Naz Ave,72103
QUATRE BORNES, BEAU SEJOUR 1,G. Ithier Ave,72103
QUATRE BORNES, BEAU SEJOUR 1,Mallefille lane 1,72103
QUATRE BORNES, BEAU SEJOUR 1,Malefille lane 2,72103
QUATRE BORNES, BEAU SEJOUR 1,Sir V.Naz Ave (north) from Doyen to D'Epinay,72103
QUATRE BORNES, BEAU SEJOUR 1,Telfair Ave from Naz Ave to Mallefille,72103
QUATRE BORNES, BEAU SEJOUR 1,Draper Ave from Naz to Lapeyrouse,72103
QUATRE BORNES, BEAU SEJOUR 1,G.Ythier from Naz Ave to Malfille Ave,72103
QUATRE BORNES, BEAU SEJOUR 1,Rosy Lememe Home,72103
QUATRE BORNES, BEAU SEJOUR 1,Telfair Ave,72103
QUATRE BORNES, BEAU SEJOUR 1,Sir V.Naz Ave (north) from Lapeyrouse Ave to G.Ythier Ave,72103
QUATRE BORNES, BEAU SEJOUR 2,C.Antelme Ave from  Victoria to Hitchcock,72104
QUATRE BORNES, BEAU SEJOUR 2,Conte de Lisle Ave from Victoria to R.Ollier,72104
QUATRE BORNES, BEAU SEJOUR 2,Dr Ross Ave from Ollier to Naz,72104
QUATRE BORNES, BEAU SEJOUR 2,Gladstone Ave from Ollier to Hitchcock,72104
QUATRE BORNES, BEAU SEJOUR 2,Hitchcock Ave (east) from Victoria to R.Ollier Ave,72104
QUATRE BORNES, BEAU SEJOUR 2,Murray Ave from Naz to C. Antelme Ave,72104
QUATRE BORNES, BEAU SEJOUR 2,Naz Ave from Victoria to Hitchcock,72104
QUATRE BORNES, BEAU SEJOUR 2,Pavillon Sports Complex,72104
QUATRE BORNES, BEAU SEJOUR 2,R. Giraud Ave,72104
QUATRE BORNES, BEAU SEJOUR 2,Victoria Ave(west) from Hitchcock to Ollier Ave,72104
QUATRE BORNES, BELLE ROSE 4,Belle Rose RCA School,72208
QUATRE BORNES, BELLE ROSE 4,Broad Ave from Royal Rd to Colville Ave,72208
QUATRE BORNES, BELLE ROSE 4,Colville Ave (east) from Broad Ave to Decaen Ave,72208
QUATRE BORNES, BELLE ROSE 4,Guy Forget (B Rose Ave) from Royal to Colville,72208
QUATRE BORNES, BELLE ROSE 4,Harrow lane,72208
QUATRE BORNES, BELLE ROSE 4,Harry lane ,72208
QUATRE BORNES, BELLE ROSE 4,Jerningham Ave,72208
QUATRE BORNES, BELLE ROSE 4,Orphelinat Bon Secours,72208
QUATRE BORNES, BELLE ROSE 4,Royal Rd  from St Jean Church to Guy Forget Ave,72208
QUATRE BORNES, BELLE ROSE 4,St. Jean Church,72208
QUATRE BORNES, BELLE ROSE 4,St. Louis Ave ,72208
QUATRE BORNES, BELLE ROSE 5,Ave Belle Rose,72109
QUATRE BORNES, BELLE ROSE 5,Broad Ave from Surath Ave to Colville Ave,72109
QUATRE BORNES, BELLE ROSE 5,Colville Ave (west) from Broad Ave to Wilson Ave,72109
QUATRE BORNES, BELLE ROSE 5,De La Faye Streen,72109
QUATRE BORNES, BELLE ROSE 5,Domun lane,72109
QUATRE BORNES, BELLE ROSE 5,Doyen Ave (east) from Naz to Guy Forget,72109
QUATRE BORNES, BELLE ROSE 5,Draper Ave,72109
QUATRE BORNES, BELLE ROSE 5,Guy Forget (B Rose Ave) from Telfair Ave to Colville Ave,72109
QUATRE BORNES, BELLE ROSE 5,Guy Forget (northern side) from Telfair Ave to Doyen Ave,72109
QUATRE BORNES, BELLE ROSE 5,Mallefille Ave from Lapeyrouse Ave to Doyen Ave,72109
QUATRE BORNES, BELLE ROSE 5,St Jean Cemetary,72109
QUATRE BORNES, BELLE ROSE 5,Poivre St,72109
QUATRE BORNES, BELLE ROSE 5,Sir V.Naz Ave (south) from Lapeyrouse Ave to G.Ythier Ave,72109
QUATRE BORNES, BELLE ROSE 5,St Jean Ave (north) from Telfair Ave to St Jean Church,72109
QUATRE BORNES, BELLE ROSE 5,Telfair  Ave(east) from St Jean Ave to Guy Forget,72109
QUATRE BORNES, BELLE ROSE 5,Telfair Ave from Guy Forget to Mallefille,72109
QUATRE BORNES, BELLE ROSE 5,Wilson Ave from Lapeyrouse to Draper,72109
QUATRE BORNES, BOUNDARY,Boundary (south) from Boundary Lane to Farquhar,72310
QUATRE BORNES, BOUNDARY,Farquhar  Lane,72310
QUATRE BORNES, BOUNDARY,Farquhar Ave( east) from Boundary to Ollier,72310
QUATRE BORNES, BOUNDARY,Imp Ollier,72310
QUATRE BORNES, BOUNDARY,Ollier (north) from Stanley Ave to Farquhar,72310
QUATRE BORNES, CANDOS,Candos  Lane East,72211
QUATRE BORNES, CANDOS,Lall Bahadur Shastri (north),72211
QUATRE BORNES, CITE BASSIN,Apolonia Lane,72512
QUATRE BORNES, CITE BASSIN,Arobi Lane,72512
QUATRE BORNES, CITE BASSIN,Kumar Lane,72512
QUATRE BORNES, CITE BASSIN,Tiraka Lane,72512
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Boundary (south) from R.E.Hart to Dawtall Lane,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Dawtall Lane (East) from Boundary to R.E.Hart Avenue,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence, R.E.Hart Avenue (north part) from Dawtall lane to Rev Lebrun,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence, Rev Lebrun (west0 from R.E.Hart to Boundary,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Crecelles,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Tourterelles,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Paille en queue,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Conde,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Cardinal,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Nelson Mandela,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,R.E.Hart Lane,72313
QUATRE BORNES, CITE BEAU SEJOUR/Residence,Lebrun lane,72313
QUATRE BORNES, CITE CANDOS/Residence,Chaperon Ave,72314
QUATRE BORNES, CITE CANDOS/Residence,Colin Ave,72314
QUATRE BORNES, CITE CANDOS/Residence,H.Blood (south) from Kinstone to Royal Rd,72314
QUATRE BORNES, CITE CANDOS/Residence,Kingstone (east) from La Paix to  H. Blood,72314
QUATRE BORNES, CITE CANDOS/Residence,La Paix Ave from Royal Rd to Kingstone,72314
QUATRE BORNES, CITE CANDOS/Residence,Lavoipierre Ave,72314
QUATRE BORNES, CITE CANDOS/Residence,Mazery Ave,72314
QUATRE BORNES, CITE CANDOS/Residence,Royal Rd (west) from La Paix to H. Blood,72314
QUATRE BORNES, CITE KENNEDY/Residence,Concorde Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Confiance Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Dignite Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Dr Iqbal Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Dr Riviere Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Dumas Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Esperance  Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Fraternite Ave (south) from Kingstone Ave to Seechurn Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Gandhi Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Independence Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Kingstone Ave(west) from Fraternite Ave to La Paix Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,"L""Egalite Ave",72515
QUATRE BORNES, CITE KENNEDY/Residence,La paix Ave (north) from Kinstone Ave to Seechurn Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,L'Avenir Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,L'Union Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Patrie Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,R.E.Hart Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,S.H.Blood Ave from Kingstone Ave to L'Esperance Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Seechurn Ave (east) from Ave Fraternite to La paix Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Tolerance Ave,72515
QUATRE BORNES, CITE KENNEDY/Residence,Travail Ave,72515
QUATRE BORNES, CITE PERE LAVAL,Anime Ave,72317
QUATRE BORNES, CITE PERE LAVAL,Rajkumar Ave,72317
QUATRE BORNES, CITE PERE LAVAL,G. Rozemont Ave,72317
QUATRE BORNES, CITE PERE LAVAL,Rev Lebrun Lane (east side),72317
QUATRE BORNES, CITE PERE LAVAL,Boundary (south) from Farquhar to Rev Lebrun,72317
QUATRE BORNES, CITE SAINT JEAN,Avenue des Azalees (east part) from Ave Talipots to St Jean Rd,72218
QUATRE BORNES, CITE SAINT JEAN,Ave Talipots (north) From Azalees to Tulipes,72218
QUATRE BORNES, CITE SAINT JEAN,Saint Jean Rd (south) from Tulipes to Azalees,72218
QUATRE BORNES, CITE SAINT JEAN,Avenue des Tulipes (west part) from Ave Talipots to St Jean Rd,72218
QUATRE BORNES, DREAMTON PARK,,72219
QUATRE BORNES, EBENE VIEWS (after river inc baden powell house),,72231
QUATRE BORNES, EMERALD PARK (Residence),,72222
QUATRE BORNES, EMERALD PARK CENTRE,,72262
QUATRE BORNES, JACKSON  AVE,Jasmin lane,72523
QUATRE BORNES, JACKSON  AVE,Kalimaye lane (east) from Nehru to Chemin Machine,72523
QUATRE BORNES, JACKSON  AVE,Karooa Avenue,72523
QUATRE BORNES, JACKSON  AVE,Koosseeal lane,72523
QUATRE BORNES, JACKSON  AVE,Kowlessur lane,72523
QUATRE BORNES, JACKSON  AVE,Lotus lane ,72523
QUATRE BORNES, JACKSON  AVE,Manick lane ,72523
QUATRE BORNES, JACKSON  AVE,Mere Theresa Ave,72523
QUATRE BORNES, JACKSON  AVE,Naiko lane ,72523
QUATRE BORNES, JACKSON  AVE,Nehru Rd (both sides from Kingstone to Kalimaye Rd),72523
QUATRE BORNES, JACKSON  AVE,Nehru Rd (north side from Kingstone to Western Boundary),72523
QUATRE BORNES, LA COLLINE COMMERCIAL CENTRE,,72224
QUATRE BORNES, LA FERME Ave,,72425
QUATRE BORNES, LA LOUISE,Western Boundary (east) from Nehru Rd to Northern Boundary,72326
QUATRE BORNES, LA LOUISE,Northern Boundary (south) ,72326
QUATRE BORNES, LA LOUISE,Berthaud (west) from Northern Boundary to La Croisee La Louise,72326
QUATRE BORNES, LA LOUISE,St Jean (south) from La Croisee La Louise to Bigaignon,72326
QUATRE BORNES, LA LOUISE,Wellington Ave (south) from Bigaignon to T D'Avice,72326
QUATRE BORNES, LA LOUISE,Tristan D'Avice(west) from Wellington to Cossigny,72326
QUATRE BORNES, LA LOUISE,Cossigny(north) from T.D'Avice to Candos Lane,72326
QUATRE BORNES, LA LOUISE,Candos lane (west) from Cossigny to S.S. Ramgoolam,72326
QUATRE BORNES, LA LOUISE,S.S. Ramgoolam (north) from Candos lane to Royal Rd,72326
QUATRE BORNES, LA LOUISE,Royal Rd (east) from S.S.Ramgoolam to Cossigny,72326
QUATRE BORNES, LA LOUISE,S.H.Blood (north) from Royal rd to Kingstone,72326
QUATRE BORNES, LA LOUISE,Kingstone (east) from H.Blood to Nehru,72326
QUATRE BORNES, LA LOUISE,Nehru Rd(south) from Kingstone to Western Boundary,72326
QUATRE BORNES, LA LOUISE,Nehru Rd(both sides) from Candos rd  to Western Boundary,72326
QUATRE BORNES, LA LOUISE,Pillay lane,72326
QUATRE BORNES, LA LOUISE,Liston Ave,72326
QUATRE BORNES, LA LOUISE,R.Rivet Ave ,72326
QUATRE BORNES, LA LOUISE,Beaugeard Ave,72326
QUATRE BORNES, LA LOUISE,Fraternite Ave from Kingstone to Royal Rd,72326
QUATRE BORNES, LA LOUISE,La Louise Ave,72326
QUATRE BORNES, LA LOUISE,Louis Nellan lane,72326
QUATRE BORNES, LA LOUISE,Royal Rd from H.Blood to Croisee La Louise,72326
QUATRE BORNES, LA SOURCE,Auchaybar Lane,72427
QUATRE BORNES, LA SOURCE,Bagonias lane,72427
QUATRE BORNES, LA SOURCE,Berthaud (west) from  North Boundary to Boundary Ave,72427
QUATRE BORNES, LA SOURCE,Carnation lane,72427
QUATRE BORNES, LA SOURCE,Cremation Lane (from Cremation Ave to Puspass,72427
QUATRE BORNES, LA SOURCE,Dansant Lane,72427
QUATRE BORNES, LA SOURCE,Filao Lane,72427
QUATRE BORNES, LA SOURCE,Gangama Lane ,72427
QUATRE BORNES, LA SOURCE,Gopal Lane,72427
QUATRE BORNES, LA SOURCE,Grassy Lane,72427
QUATRE BORNES, LA SOURCE,Imp. Cocotier,72427
QUATRE BORNES, LA SOURCE,Imp. Fuguier,72427
QUATRE BORNES, LA SOURCE,Imp. Hibiscus,72427
Poste de Flacq,Bras d'Eau,,41501
Poste de Flacq,Camp Accacia,,41502
Poste de Flacq,Camp Poorun,,41503
Poste de Flacq,Camp Raffia,,41504
Poste de Flacq,Choisy,,41506
Poste de Flacq,Cite Perdu,,41505
Poste de Flacq,Cremation,,41507
Poste de Flacq,Debarcadere,,41508
Poste de Flacq,Jardin,,41509
Poste de Flacq,Kashinath,,41510
Poste de Flacq,La Pointe,,41511
Poste de Flacq,La Porte,,41512
Poste de Flacq,Morc Constance,,41513
Poste de Flacq,Morc Janoo,,41514
Poste de Flacq,Morc Monet,,41515
Poste de Flacq,Morc Providence,,41516
Poste de Flacq,One and only (st Geran Hotel),,41521
Poste de Flacq,Pont Blanc,,41517
Poste de Flacq,Poste de Flacq,,41518
Poste de Flacq,Poste Lafayette,,41519
Poste de Flacq,Railway,,41520
QUATRE BORNES, LA SOURCE,Jaylall Avenue,72427
QUATRE BORNES, LA SOURCE,Kalimaye lane,72427
QUATRE BORNES, LA SOURCE,La Source Ave,72427
QUATRE BORNES, LA SOURCE,Lilloo lane,72427
QUATRE BORNES, LA SOURCE,Morc. Coombes,72427
QUATRE BORNES, LA SOURCE,Morc. Coombes,72427
QUATRE BORNES, LA SOURCE,Northern Boundary Rd(west) From Murugan to Berthaud,72427
QUATRE BORNES, LA SOURCE,Orange Lane,72427
QUATRE BORNES, LA SOURCE,Palma Rd (north) from West Boundary to Seeneevassen,72427
QUATRE BORNES, LA SOURCE,Puspass  Lane,72427
QUATRE BORNES, LA SOURCE,Puspass Ave,72427
QUATRE BORNES, LA SOURCE,Rajcoomar Ave,72427
QUATRE BORNES, LA SOURCE,Rotin lane,72427
QUATRE BORNES, LA SOURCE,Rotin lane 2,72427
QUATRE BORNES, LA SOURCE,Rotin lane 3,72427
QUATRE BORNES, LA SOURCE,S. V. Murugan Ave from Northern Boundary to Seeneevassen,72427
QUATRE BORNES, LA SOURCE,S.V.Murugan Ave(west) from Palma Rd to Northern Boundary,72427
QUATRE BORNES, LA SOURCE,Selvin Lane ,72427
QUATRE BORNES, LA SOURCE,Temple Lane( C D Garde Lane),72427
QUATRE BORNES, LA SOURCE,Western Boundary,72427
QUATRE BORNES, LE MERIT (delivery by Phoenix P.O),,72228
QUATRE BORNES, LE MERIT 2 (near Pellegrin),,72263
QUATRE BORNES, LES HALLES,,72264
QUATRE BORNES, MORC  RIVERSIDE,,72537
QUATRE BORNES, MORC CERISIER,,72529
QUATRE BORNES, MORC DOOKUN 1 ( Mun of Q.Bornes),,72530
QUATRE BORNES, MORC DOOKUN 2 (Mun of Vac/Phoenix,,73361
QUATRE BORNES, MORC MEDINE,,72533
QUATRE BORNES, MORC NUCKCHEDDY,,72534
QUATRE BORNES, MORC PIERREFONDS,,72435
QUATRE BORNES, MORC POONITH,,72436
QUATRE BORNES, MORC SAINT JEAN,Avenue des Azalees,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Capucines,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Girofliers,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Glaieuls,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Goyaviers,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Jacarandas,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Lataniers,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Longaniers,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Manguiers,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Orchidees,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Palmiers,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Rosiers,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Talipots,72238
QUATRE BORNES, MORC SAINT JEAN,Avenue des Tulipes,72238
QUATRE BORNES, MORC SAINT JEAN,Belcourt Avenue,72238
QUATRE BORNES, MORC SAINT JEAN,Dr. Delaitre Avenue,72238
QUATRE BORNES, MORC SAINT JEAN,Jacinthes Avenue,72238
QUATRE BORNES, MORC SAINT JEAN,St Jean Rd (south) from Tulipes to Girofliers,72238
QUATRE BORNES, MORC SAINT JEAN,S. Seewoosagur Ramgoolam Ave(both sides) from Newton to Trunk Rd,72238
QUATRE BORNES, MORC SAINT JEAN,Trianon Avenue No. 1,72238
QUATRE BORNES, MORC SAINT JEAN,Trianon Avenue No. 2,72238
QUATRE BORNES, MORC SAINT JEAN,Ylang Ylang Avenue,72238
QUATRE BORNES, N H D C  VILLENEUVE,,72241
QUATRE BORNES, N H D C PALM,,72440
QUATRE BORNES, NEHRU ROAD (from Kingstone Ave  to Kalimaye Rd),,72539
QUATRE BORNES, ORCHARD CENTRE,,72242
QUATRE BORNES, ORCHARD TOWER,,72243
QUATRE BORNES, PAILLOTTE (East),Bambous  RD,73452
QUATRE BORNES, PAILLOTTE (East),Bandhoo Rd,73452
QUATRE BORNES, PAILLOTTE (East),Boojhoo Rd,73452
QUATRE BORNES, PAILLOTTE (East),Cypres lane 1,73452
QUATRE BORNES, PAILLOTTE (East),Cypres lane 2,73452
QUATRE BORNES, PAILLOTTE (East),Lall Bahadur Shastri (southern side),73452
QUATRE BORNES, PAILLOTTE (East),Ramburrun Lane,73452
QUATRE BORNES, PAILLOTTE (East),Royal Rd (eastern side) frm Shastri Rd to Sonie Rd,73452
QUATRE BORNES, PAILLOTTE (East),Sumoondar Rd,73452
QUATRE BORNES, PAILLOTTE (East),Sumputh Rd,73452
QUATRE BORNES, PAILLOTTE (West),Augum lane,73360
QUATRE BORNES, PAILLOTTE (West),Callychurn Lane,73360
QUATRE BORNES, PAILLOTTE (West),Candos Lane West,73360
QUATRE BORNES, PAILLOTTE (West),Dawoo Lane,73360
QUATRE BORNES, PAILLOTTE (West),Jugnoo lane,73360
QUATRE BORNES, PAILLOTTE (West),Kalimaye lane,73360
QUATRE BORNES, PAILLOTTE (West),Ragoo Lane upto Verna Lane,73360
QUATRE BORNES, PAILLOTTE (West),Ramdhonee Lane,73360
QUATRE BORNES, PAILLOTTE (West),Royal Rd (western side) from Candos Lane west to  Vostok ,73360
QUATRE BORNES, PAILLOTTE (West),Soobul Lane,73360
QUATRE BORNES, PALMA 1,Bissessur Ave,72444
QUATRE BORNES, PALMA 1,Canal Ave,72444
QUATRE BORNES, PALMA 1,Charlie Ave,72444
QUATRE BORNES, PALMA 1,Cremation Avenue (whole),72444
QUATRE BORNES, PALMA 1,Cremation lane (from cremation Ave to Palma Rd),72444
QUATRE BORNES, PALMA 1,Eucalyptus lane,72444
QUATRE BORNES, PALMA 1,Gangadar Ave,72444
QUATRE BORNES, PALMA 1,Laseringue Avenue (eastern side),72444
QUATRE BORNES, PALMA 1,M. Beekharry lane,72444
QUATRE BORNES, PALMA 1,Palma Rd(south) from Cremation Ave to Round About,72444
QUATRE BORNES, PALMA 1,Pandeea lane,72444
QUATRE BORNES, PALMA 1,R. Rughooputh Ave,72444
